process_dt,ranking,cpu,manufacturer,gpu,score
2022-10-07,37,Exynos 9820,Samsung,Mali G76 MP12,61
2022-10-07,40,Exynos 9825,Samsung,Mali G76 MP12,59
2022-10-07,45,Kirin 820,HiSilicon,Mali-G57 MP6,55
2022-10-07,51,A11 Bionic,Apple,Apple GPU,51
2022-10-07,52,Exynos 9810,Samsung,Mali-G72MP18,50
2022-10-07,56,Snapdragon 765,Qualcomm,Adreno 620,48
2022-10-07,57,Helio G99,MediaTek,Mali-G57 MC2,47
2022-10-07,60,Kirin 810,HiSilicon,Mali-G52 MP6,47
2022-10-07,63,Exynos 880,Samsung,Mali G76 MP5,45
2022-10-07,74,Helio G96,MediaTek,Mali G57 MC2,41
2022-10-07,78,Kirin 970,HiSilicon,Mali G72 MP12,39
2022-10-07,12,Google Tensor,Google,Mali-G78 MP20,85
2022-10-07,80,Snapdragon 680,Qualcomm,Adreno 610,38
2022-10-07,88,Helio G88,MediaTek,Mali-G52 MC2,33
2022-10-07,89,Helio G85,MediaTek,Mali-G52 MP2,33
2022-10-07,14,Exynos 2100,Samsung,Mali-G78 MP14,82
2022-10-07,91,Helio P95,MediaTek,PowerVR GM9446,33
2022-10-07,96,Exynos 8890,Samsung,Mali-T880 MP12,32
2022-10-07,100,Helio G70,MediaTek,Mali-G52 2EEMC2,31
2022-10-07,105,Helio P65,MediaTek,Mali-G52 MC2,30
2022-10-07,25,Exynos 990,Samsung,Mali-G77 MP11,71
2022-10-07,109,Tiger T612,Unisoc,Mali-G57 MP1,29
2022-10-07,110,Kirin 710A,HiSilicon,Mali-G51,29
2022-10-07,115,Tiger T610,Unisoc,ARM Mali G52 MP2,28
2022-10-07,125,Kirin 950,HiSilicon,Mali-T880 MP4,24
2022-10-07,4,Snapdragon 8 Plus Gen 1,Qualcomm,Adreno 730,97
2022-10-07,44,Exynos 1280,Samsung,Mali-G68,55
2022-10-07,11,Dimensity 8100,MediaTek,Mali-G610 MC6,88
2022-10-07,16,Dimensity 1300,MediaTek,Mali-G77 MC9,78
2022-10-07,19,Kirin 9000E,HiSilicon,Mali-G78 MP22,78
2022-10-07,70,Helio G90,MediaTek,Mali-G76 MC4,43
2022-10-07,20,Snapdragon 865 Plus,Qualcomm,Adreno 650,78
2022-10-07,21,Dimensity 8000,MediaTek,Mali-G610 MC6,77
2022-10-07,93,Kirin 960,HiSilicon,Mali-G71 MP8,33
2022-10-07,23,Snapdragon 865,Qualcomm,Adreno 650,74
2022-10-07,24,Dimensity 1100,MediaTek,Mali-G77 MC9,71
2022-10-07,98,Tiger T700,Unisoc,ARM Mali-G52 MC2,31
2022-10-07,26,Snapdragon 7 Gen 1,Qualcomm,Adreno 662,70
2022-10-07,29,Snapdragon 860,Qualcomm,Adreno 640,67
2022-10-07,117,Helio G37,MediaTek,PowerVR GE8320,26
2022-10-07,121,Exynos 7904,Samsung,Mali-G71 MP2,25
2022-10-07,30,Snapdragon 855 Plus,Qualcomm,Adreno 640,66
2022-10-07,32,Snapdragon 778G Plus,Qualcomm,Adreno 642L,64
2022-10-07,1,A16 Bionic,Apple,Apple GPU,100
2022-10-07,3,Dimensity 9000 Plus,MediaTek,Mali-G710 MC10,97
2022-10-07,8,Snapdragon 888 Plus,Qualcomm,Adreno 660,91
2022-10-07,33,Snapdragon 780G,Qualcomm,Adreno 642,64
2022-10-07,34,Snapdragon 855,Qualcomm,Adreno 640,63
2022-10-07,9,Exynos 2200,Samsung,Samsung Xclipse 920,90
2022-10-07,36,Kirin 990 (4G),HiSilicon,Mali G76 MP16,61
2022-10-07,42,Kirin 985,HiSilicon,Mali-G77 MP8,56
2022-10-07,46,Dimensity 820,MediaTek,Mali-G57 MC5,54
2022-10-07,48,Snapdragon 768G,Qualcomm,Adreno 620,53
2022-10-07,17,Dimensity 1200,MediaTek,Mali-G77 MC9,78
2022-10-07,35,Snapdragon 778G,Qualcomm,Adreno 642L,62
2022-10-07,38,Dimensity 920,MediaTek,Mali-G68 MC4,59
2022-10-07,49,Snapdragon 845,Qualcomm,Adreno 630,52
2022-10-07,50,Snapdragon 695,Qualcomm,Adreno 619,51
2022-10-07,55,Dimensity 800U,MediaTek,Mali-G57 MC3,48
2022-10-07,58,Dimensity 810,MediaTek,Mali-G57 MC2,47
2022-10-07,66,Dimensity 720,MediaTek,Mali-G57 MC3,44
2022-10-07,41,Dimensity 1000L,MediaTek,Mali-G77 MC9,57
2022-10-07,69,Snapdragon 690,Qualcomm,Adreno 619L,43
2022-10-07,47,Dimensity 900,MediaTek,Mali-G68 MC4,53
2022-10-07,71,Snapdragon 730G,Qualcomm,Adreno 618,43
2022-10-07,81,Snapdragon 712,Qualcomm,Adreno 616,38
2022-10-07,84,Tiger T618,Unisoc,ARM Mali-G52 MP2,34
2022-10-07,54,Snapdragon 765G,Qualcomm,Adreno 620,49
2022-10-07,2,A15 Bionic,Apple,Apple GPU,98
2022-10-07,67,Snapdragon 720G,Qualcomm,Adreno 618,44
2022-10-07,76,Snapdragon 480,Qualcomm,Adreno 619,40
2022-10-07,85,Snapdragon 820,Qualcomm,Adreno 530,34
2022-10-07,95,Snapdragon 670,Qualcomm,Adreno 615,32
2022-10-07,86,Snapdragon 675,Qualcomm,Adreno 612,34
2022-10-07,103,Snapdragon 665,Qualcomm,Adreno 610,31
2022-10-07,119,Snapdragon 632,Qualcomm,Adreno 506,26
2022-10-07,102,Snapdragon 821,Qualcomm,Adreno 530,31
2022-10-07,120,Helio G35,MediaTek,IMG PowerVR GE8320,25
2022-10-07,124,Snapdragon 630,Qualcomm,Adreno 508,24
2022-10-07,5,Dimensity 9000,MediaTek,Mali-G710,96
2022-10-07,10,Snapdragon 888,Qualcomm,Adreno 660,90
2022-10-07,53,Exynos 980,Samsung,Mali G76 MP5,49
2022-10-07,77,A10 Fusion,Apple,PowerVR GT7600,40
2022-10-07,90,Helio G80,MediaTek,Mali-G52 MP2,33
2022-10-07,106,Helio P70,MediaTek,Mali-G72 MP3,30
2022-10-07,108,Exynos 9610,Samsung,Mali-G72 MP3,30
2022-10-07,6,Snapdragon 8 Gen 1,Qualcomm,Adreno 730,94
2022-10-07,18,Snapdragon 870,Qualcomm,Adreno 650,78
2022-10-07,27,Dimensity 1000 Plus,MediaTek,Mali-G77 MC9,69
2022-10-07,22,Exynos 1080,Samsung,Mali-G78 MP10,77
2022-10-07,31,Kirin 990 (5G),HiSilicon,Mali G76 MP16,65
2022-10-07,39,Dimensity 1000,MediaTek,Mali-G77 MP9,59
2022-10-07,43,Kirin 980,HiSilicon,Mali G76 MP10,56
2022-10-07,68,Helio G95,MediaTek,Mali-G76 3EEMC4,43
2022-10-07,61,Dimensity 800,MediaTek,Mali-G57 MC4,46
2022-10-07,72,Snapdragon 835,Qualcomm,Adreno 540,42
2022-10-07,75,Helio G90T,MediaTek,Mali-G76 MC4,41
2022-10-07,64,Snapdragon 480 Plus,Qualcomm,Adreno 619,44
2022-10-07,79,Exynos 8895,Samsung,Mali-G71 MP20,39
2022-10-07,87,Helio P90,MediaTek,PowerVR GM9446,34
2022-10-07,65,Dimensity 700,MediaTek,Mali-G57 MC2,44
2022-10-07,92,Exynos 9611,Samsung,Mali-G72 MP3,33
2022-10-07,73,Snapdragon 730,Qualcomm,Adreno 618,42
2022-10-07,94,Exynos 9609,Samsung,Mali-G72 MP3,32
2022-10-07,99,Snapdragon 662,Qualcomm,Adreno 610,31
2022-10-07,97,Tiger T616,Unisoc,Mali-G57 MP1,31
2022-10-07,101,Apple A9,Apple,PowerVR GT7600,31
2022-10-07,107,Kirin 710,HiSilicon,Mali-G51 MP4,30
2022-10-07,113,Snapdragon 660,Qualcomm,Adreno 512,29
2022-10-07,111,Exynos 850,Samsung,Mali-G52 MP1,29
2022-10-07,114,Unisoc T606,Unisoc,Mali-G57 MP1,28
2022-10-07,116,Helio P60,MediaTek,Mali-G72 MP3,28
2022-10-07,122,Helio P35,MediaTek,IMG PowerVR GE8320,25
2022-10-07,123,Exynos 7885,Samsung,Mali-G71 MP2,24
2022-10-07,59,Snapdragon 750G,Qualcomm,Adreno 619,47
2022-10-07,62,Snapdragon 732G,Qualcomm,Adreno 618,45
2022-10-07,82,Snapdragon 678,Qualcomm,Adreno 612,36
2022-10-07,83,Snapdragon 710,Qualcomm,Adreno 616,36
2022-10-07,104,Kirin 710F,HiSilicon,Mali-G51 MP4,30
2022-10-07,112,Snapdragon 460,Qualcomm,Adreno 610,29
2022-10-07,118,Snapdragon 636,Qualcomm,Adreno 509,26
2022-09-16,1,A16 Bionic,Apple,Apple GPU,100
2022-09-16,5,Dimensity 9000,MediaTek,Mali-G710,96
2022-09-16,13,Kirin 9000,HiSilicon,Mali-G78 MP24,85
2022-09-16,40,Exynos 9825,Samsung,Mali G76 MP12,59
2022-09-16,44,Exynos 1280,Samsung,Mali-G68,55
2022-09-16,52,Exynos 9810,Samsung,Mali-G72MP18,51
2022-09-16,56,Dimensity 810,MediaTek,Mali-G57 MC2,48
2022-09-16,83,Helio P90,MediaTek,PowerVR GM9446,35
2022-09-16,87,Helio G88,MediaTek,Mali-G52 MC2,33
2022-09-16,91,Exynos 9611,Samsung,Mali-G72 MP3,33
2022-09-16,95,Exynos 9609,Samsung,Mali-G72 MP3,32
2022-09-16,99,Helio G70,MediaTek,Mali-G52 2EEMC2,31
2022-09-16,107,Exynos 9610,Samsung,Mali-G72 MP3,30
2022-09-16,113,Unisoc T606,Unisoc,Mali-G57 MP1,28
2022-09-16,115,Helio P60,MediaTek,Mali-G72 MP3,28
2022-09-16,120,Exynos 7904,Samsung,Mali-G71 MP2,25
2022-09-16,124,Kirin 950,HiSilicon,Mali-T880 MP4,24
2022-09-16,125,Helio A25,MediaTek,PowerVR GE8320,23
2022-09-16,9,Exynos 2200,Samsung,Samsung Xclipse 920,90
2022-09-16,17,Kirin 9000E,HiSilicon,Mali-G78 MP22,78
2022-09-16,21,Dimensity 1200,MediaTek,Mali-G77 MC9,77
2022-09-16,25,Dimensity 1100,MediaTek,Mali-G77 MC9,71
2022-09-16,36,Kirin 990 (4G),HiSilicon,Mali G76 MP16,61
2022-09-16,48,Dimensity 900,MediaTek,Mali-G68 MC4,53
2022-09-16,60,Dimensity 800,MediaTek,Mali-G57 MC4,46
2022-09-16,64,Dimensity 700,MediaTek,Mali-G57 MC2,44
2022-09-16,79,Snapdragon 680,Qualcomm,Adreno 610,38
2022-09-16,103,Kirin 710F,HiSilicon,Mali-G51 MP4,30
2022-09-16,119,Helio G35,MediaTek,IMG PowerVR GE8320,25
2022-09-16,121,Helio P35,MediaTek,IMG PowerVR GE8320,25
2022-09-16,123,Snapdragon 630,Qualcomm,Adreno 508,24
2022-09-16,2,A15 Bionic,Apple,Apple GPU,98
2022-09-16,10,Snapdragon 888,Qualcomm,Adreno 660,90
2022-09-16,12,Google Tensor,Google,Mali-G78 MP20,85
2022-09-16,14,Exynos 2100,Samsung,Mali-G78 MP14,83
2022-09-16,28,A12 Bionic,Apple,Apple A12 Bionic GPU,69
2022-09-16,37,Exynos 9820,Samsung,Mali G76 MP12,61
2022-09-16,45,Kirin 820,HiSilicon,Mali-G57 MP6,55
2022-09-16,51,A11 Bionic,Apple,Apple GPU,51
2022-09-16,68,Helio G95,MediaTek,Mali-G76 3EEMC4,43
2022-09-16,71,Helio G96,MediaTek,Mali G57 MC2,42
2022-09-16,72,Helio G90T,MediaTek,Mali-G76 MC4,42
2022-09-16,75,A10 Fusion,Apple,PowerVR GT7600,41
2022-09-16,90,Helio P95,MediaTek,PowerVR GM9446,33
2022-09-16,80,Snapdragon 712,Qualcomm,Adreno 616,38
2022-09-16,88,Helio G85,MediaTek,Mali-G52 MP2,33
2022-09-16,94,Tiger T616,Unisoc,Mali-G57 MP1,32
2022-09-16,15,A13 Bionic,Apple,Apple A13 Bionic GPU,82
2022-09-16,7,A14 Bionic,Apple,Apple GPU,93
2022-09-16,92,Kirin 960,HiSilicon,Mali-G71 MP8,33
2022-09-16,96,Exynos 8890,Samsung,Mali-T880 MP12,32
2022-09-16,106,Kirin 710,HiSilicon,Mali-G51 MP4,30
2022-09-16,100,Apple A9,Apple,PowerVR GT7600,31
2022-09-16,114,Tiger T610,Unisoc,ARM Mali G52 MP2,28
2022-09-16,110,Exynos 850,Samsung,Mali-G52 MP1,29
2022-09-16,116,Helio G37,MediaTek,PowerVR GE8320,27
2022-09-16,4,Snapdragon 8 Plus Gen 1,Qualcomm,Adreno 730,97
2022-09-16,6,Snapdragon 8 Gen 1,Qualcomm,Adreno 730,94
2022-09-16,18,Exynos 1080,Samsung,Mali-G78 MP10,78
2022-09-16,54,Exynos 980,Samsung,Mali G76 MP5,49
2022-09-16,29,Snapdragon 860,Qualcomm,Adreno 640,67
2022-09-16,8,Snapdragon 888 Plus,Qualcomm,Adreno 660,91
2022-09-16,33,Snapdragon 780G,Qualcomm,Adreno 642,64
2022-09-16,41,Dimensity 1000L,MediaTek,Mali-G77 MC9,57
2022-09-16,16,Snapdragon 870,Qualcomm,Adreno 650,78
2022-09-16,49,Snapdragon 845,Qualcomm,Adreno 630,52
2022-09-16,20,Dimensity 1300,MediaTek,Mali-G77 MC9,77
2022-09-16,26,Exynos 990,Samsung,Mali-G77 MP11,71
2022-09-16,58,Kirin 810,HiSilicon,Mali-G52 MP6,48
2022-09-16,53,Dimensity 800U,MediaTek,Mali-G57 MC3,49
2022-09-16,24,Snapdragon 7 Gen 1,Qualcomm,Adreno 662,72
2022-09-16,57,Snapdragon 765,Qualcomm,Adreno 620,48
2022-09-16,32,Snapdragon 778G Plus,Qualcomm,Adreno 642L,64
2022-09-16,76,Snapdragon 480,Qualcomm,Adreno 619,40
2022-09-16,84,Tiger T618,Unisoc,ARM Mali-G52 MP2,34
2022-09-16,43,Kirin 980,HiSilicon,Mali G76 MP10,56
2022-09-16,62,Exynos 880,Samsung,Mali G76 MP5,45
2022-09-16,111,Snapdragon 460,Qualcomm,Adreno 610,29
2022-09-16,47,Snapdragon 768G,Qualcomm,Adreno 620,54
2022-09-16,69,Helio G90,MediaTek,Mali-G76 MC4,43
2022-09-16,55,Snapdragon 765G,Qualcomm,Adreno 620,49
2022-09-16,59,Snapdragon 750G,Qualcomm,Adreno 619,47
2022-09-16,63,Snapdragon 480 Plus,Qualcomm,Adreno 619,44
2022-09-16,78,Exynos 8895,Samsung,Mali-G71 MP20,39
2022-09-16,77,Kirin 970,HiSilicon,Mali G72 MP12,39
2022-09-16,67,Snapdragon 720G,Qualcomm,Adreno 618,44
2022-09-16,86,Snapdragon 675,Qualcomm,Adreno 612,34
2022-09-16,98,Snapdragon 662,Qualcomm,Adreno 610,31
2022-09-16,97,Tiger T700,Unisoc,ARM Mali-G52 MC2,31
2022-09-16,102,Snapdragon 665,Qualcomm,Adreno 610,31
2022-09-16,89,Helio G80,MediaTek,Mali-G52 MP2,33
2022-09-16,112,Snapdragon 660,Qualcomm,Adreno 512,29
2022-09-16,117,Snapdragon 636,Qualcomm,Adreno 509,26
2022-09-16,105,Helio P70,MediaTek,Mali-G72 MP3,30
2022-09-16,104,Helio P65,MediaTek,Mali-G52 MC2,30
2022-09-16,109,Kirin 710A,HiSilicon,Mali-G51,29
2022-09-16,11,Dimensity 8100,MediaTek,Mali-G610 MC6,88
2022-09-16,108,Tiger T612,Unisoc,Mali-G57 MP1,29
2022-09-16,19,Snapdragon 865 Plus,Qualcomm,Adreno 650,78
2022-09-16,122,Exynos 7885,Samsung,Mali-G71 MP2,24
2022-09-16,23,Snapdragon 865,Qualcomm,Adreno 650,74
2022-09-16,3,Dimensity 9000 Plus,MediaTek,Mali-G710 MC10,97
2022-09-16,27,Dimensity 1000 Plus,MediaTek,Mali-G77 MC9,69
2022-09-16,22,Dimensity 8000,MediaTek,Mali-G610 MC6,76
2022-09-16,31,Kirin 990 (5G),HiSilicon,Mali G76 MP16,65
2022-09-16,30,Snapdragon 855 Plus,Qualcomm,Adreno 640,66
2022-09-16,35,Snapdragon 778G,Qualcomm,Adreno 642L,62
2022-09-16,34,Snapdragon 855,Qualcomm,Adreno 640,64
2022-09-16,39,Dimensity 1000,MediaTek,Mali-G77 MP9,60
2022-09-16,66,Snapdragon 690,Qualcomm,Adreno 619L,44
2022-09-16,38,Dimensity 920,MediaTek,Mali-G68 MC4,60
2022-09-16,70,Snapdragon 730G,Qualcomm,Adreno 618,43
2022-09-16,42,Kirin 985,HiSilicon,Mali-G77 MP8,56
2022-09-16,74,Snapdragon 730,Qualcomm,Adreno 618,42
2022-09-16,46,Dimensity 820,MediaTek,Mali-G57 MC5,54
2022-09-16,82,Snapdragon 710,Qualcomm,Adreno 616,36
2022-09-16,50,Snapdragon 695,Qualcomm,Adreno 619,51
2022-09-16,93,Snapdragon 670,Qualcomm,Adreno 615,33
2022-09-16,101,Snapdragon 821,Qualcomm,Adreno 530,31
2022-09-16,61,Snapdragon 732G,Qualcomm,Adreno 618,45
2022-09-16,65,Dimensity 720,MediaTek,Mali-G57 MC3,44
2022-09-16,73,Snapdragon 835,Qualcomm,Adreno 540,42
2022-09-16,81,Snapdragon 678,Qualcomm,Adreno 612,36
2022-09-16,85,Snapdragon 820,Qualcomm,Adreno 530,34
2022-09-16,118,Snapdragon 632,Qualcomm,Adreno 506,26
